subject,source,target,acc,mean,std
4,9,9,"[0.9566326530612245, 0.9710884353741497, 0.9540816326530612, 0.9311224489795918, 0.95578231292517]",0.9537414965986395,0.01284661052246344
5,1,1,"[0.923469387755102, 0.9591836734693877, 0.91921768707483, 0.9226190476190477, 0.9294217687074829]",0.9307823129251702,0.014576328120555157
5,1,3,"[0.9285714285714286, 0.9370748299319728, 0.8937074829931972, 0.9200680272108843, 0.9217687074829932]",0.9202380952380953,0.014554484962812714
5,1,5,"[0.8971088435374149, 0.8205782312925171, 0.842687074829932, 0.9209183673469388, 0.9047619047619048]",0.8772108843537415,0.03863801856098754
5,1,7,"[0.9243197278911565, 0.8758503401360545, 0.8494897959183674, 0.8826530612244898, 0.8562925170068028]",0.8777210884353742,0.02628857852593847
5,1,9,"[0.9132653061224489, 0.8375850340136054, 0.8222789115646258, 0.8290816326530612, 0.9013605442176871]",0.8607142857142858,0.03853983156739031
5,3,1,"[0.875, 0.8214285714285714, 0.8647959183673469, 0.8758503401360545, 0.8503401360544217]",0.8574829931972789,0.020241667780487135
5,3,3,"[0.9175170068027211, 0.9489795918367347, 0.8988095238095238, 0.9260204081632653, 0.9413265306122449]",0.926530612244898,0.01773606506732476
5,3,5,"[0.9013605442176871, 0.8596938775510204, 0.9047619047619048, 0.9362244897959183, 0.9090136054421769]",0.9022108843537415,0.02456879736704914
5,3,7,"[0.8971088435374149, 0.8792517006802721, 0.8248299319727891, 0.8937074829931972, 0.8018707482993197]",0.8593537414965986,0.03872400804554561
5,3,9,"[0.9387755102040817, 0.9115646258503401, 0.8928571428571429, 0.9268707482993197, 0.9175170068027211]",0.9175170068027212,0.015381522523258513
5,5,1,"[0.8341836734693877, 0.9064625850340136, 0.8256802721088435, 0.8554421768707483, 0.8341836734693877]",0.8511904761904763,0.029333653589558393
5,5,3,"[0.9124149659863946, 0.935374149659864, 0.8767006802721088, 0.8894557823129252, 0.8409863945578231]",0.890986394557823,0.03204958933579475
5,5,5,"[0.9124149659863946, 0.9447278911564626, 0.9141156462585034, 0.8971088435374149, 0.9115646258503401]",0.915986394557823,0.015609243408957517
5,5,7,"[0.9090136054421769, 0.8630952380952381, 0.8205782312925171, 0.8290816326530612, 0.8137755102040817]",0.8471088435374149,0.03529229147253791
5,5,9,"[0.9226190476190477, 0.8324829931972789, 0.875, 0.8622448979591837, 0.7840136054421769]",0.8552721088435374,0.04597942526588406
5,7,1,"[0.8605442176870748, 0.8350340136054422, 0.8545918367346939, 0.9064625850340136, 0.8469387755102041]",0.8607142857142858,0.024411723627208302
5,7,3,"[0.9158163265306123, 0.9268707482993197, 0.8715986394557823, 0.9166666666666666, 0.8826530612244898]",0.9027210884353742,0.021542994365428537
5,7,5,"[0.9030612244897959, 0.8826530612244898, 0.9064625850340136, 0.9064625850340136, 0.8979591836734694]",0.8993197278911564,0.008895712129674811
5,7,7,"[0.9413265306122449, 0.9413265306122449, 0.9200680272108843, 0.9311224489795918, 0.9302721088435374]",0.9328231292517006,0.007958747589658244
5,7,9,"[0.8894557823129252, 0.8554421768707483, 0.8886054421768708, 0.8928571428571429, 0.8222789115646258]",0.8697278911564625,0.027334963702929527
5,9,1,"[0.8248299319727891, 0.9209183673469388, 0.8069727891156463, 0.8843537414965986, 0.8078231292517006]",0.8489795918367348,0.04575620142663069
5,9,3,"[0.9209183673469388, 0.9370748299319728, 0.8801020408163265, 0.91921768707483, 0.9311224489795918]",0.9176870748299321,0.01990885799545838
5,9,5,"[0.8996598639455783, 0.9294217687074829, 0.9098639455782312, 0.9260204081632653, 0.9115646258503401]",0.9153061224489795,0.010976965689186987
5,9,7,"[0.9039115646258503, 0.9447278911564626, 0.8843537414965986, 0.9285714285714286, 0.8877551020408163]",0.9098639455782311,0.023411394384245266
5,9,9,"[0.9532312925170068, 0.9056122448979592, 0.9124149659863946, 0.935374149659864, 0.9311224489795918]",0.9275510204081632,0.016993191832376575
6,1,1,"[0.9617346938775511, 0.9761904761904762, 0.9634664401019541, 0.9753401360544217, 0.9651360544217688]",0.9683735601292345,0.006136337215402141
6,1,3,"[0.9608843537414966, 0.9489795918367347, 0.9251700680272109, 0.8877551020408163, 0.9370748299319728]",0.9319727891156463,0.02511024329971668
6,1,5,"[0.939625850340136, 0.935374149659864, 0.8214285714285714, 0.8681972789115646, 0.8273809523809523]",0.8784013605442176,0.050887013826936944
6,1,7,"[0.798469387755102, 0.8835034013605442, 0.7806122448979592, 0.7482993197278912, 0.7993197278911565]",0.8020408163265307,0.04472950774347688
6,1,9,"[0.7602040816326531, 0.8282312925170068, 0.7423469387755102, 0.8239795918367347, 0.6743197278911565]",0.7658163265306122,0.05697811935670894
6,3,1,"[0.9319727891156463, 0.9549319727891157, 0.9490229396771452, 0.9600340136054422, 0.9549319727891157]",0.9501787375952929,0.00974787549903009
6,3,3,"[0.9719387755102041, 0.967687074829932, 0.9625850340136054, 0.9574829931972789, 0.9404761904761905]",0.9600340136054422,0.010916194922368186
6,3,5,"[0.9056122448979592, 0.935374149659864, 0.8095238095238095, 0.8647959183673469, 0.8035714285714286]",0.8637755102040817,0.05185652754768228
6,3,7,"[0.7517006802721088, 0.8571428571428571, 0.7746598639455783, 0.6547619047619048, 0.8358843537414966]",0.774829931972789,0.07135037832169554
6,3,9,"[0.923469387755102, 0.9090136054421769, 0.8835034013605442, 0.9481292517006803, 0.9030612244897959]",0.9134353741496598,0.021575192158010976
6,5,1,"[0.8664965986394558, 0.9132653061224489, 0.8853016142735769, 0.967687074829932, 0.8409863945578231]",0.8947473976846473,0.04345269925588563
6,5,3,"[0.9302721088435374, 0.9642857142857143, 0.8886054421768708, 0.8954081632653061, 0.9294217687074829]",0.9215986394557824,0.0273243806510392
6,5,5,"[0.9634353741496599, 0.967687074829932, 0.9404761904761905, 0.9600340136054422, 0.9549319727891157]",0.9573129251700682,0.009398470666427282
6,5,7,"[0.8818027210884354, 0.8299319727891157, 0.8707482993197279, 0.8979591836734694, 0.8350340136054422]",0.8630952380952381,0.02650006963371762
6,5,9,"[0.9455782312925171, 0.9736394557823129, 0.9387755102040817, 0.9268707482993197, 0.9166666666666666]",0.9403061224489797,0.01939372148319516
6,7,1,"[0.9455782312925171, 0.9600340136054422, 0.9532710280373832, 0.9625850340136054, 0.9438775510204082]",0.9530691715938712,0.00747932461157024
6,7,3,"[0.9141156462585034, 0.8928571428571429, 0.8979591836734694, 0.935374149659864, 0.8835034013605442]",0.9047619047619048,0.01824569184634879
6,7,5,"[0.9209183673469388, 0.9183673469387755, 0.8375850340136054, 0.8647959183673469, 0.8818027210884354]",0.8846938775510205,0.0318422577917509
6,7,7,"[0.9421768707482994, 0.95578231292517, 0.9336734693877551, 0.9574829931972789, 0.9447278911564626]",0.9467687074829932,0.008863138925711138
6,7,9,"[0.9124149659863946, 0.923469387755102, 0.8571428571428571, 0.875, 0.8545918367346939]",0.8845238095238095,0.028393721731299244
6,9,1,"[0.8350340136054422, 0.7670068027210885, 0.8802039082412915, 0.9209183673469388, 0.7874149659863946]",0.8381156115802311,0.05703373648195704
6,9,3,"[0.9634353741496599, 0.967687074829932, 0.9141156462585034, 0.923469387755102, 0.9226190476190477]",0.938265306122449,0.022565918884032917
6,9,5,"[0.9319727891156463, 0.9523809523809523, 0.8843537414965986, 0.9549319727891157, 0.9336734693877551]",0.9314625850340136,0.025348695080117976
6,9,7,"[0.8545918367346939, 0.8937074829931972, 0.8698979591836735, 0.8971088435374149, 0.8350340136054422]",0.8700680272108843,0.023481708291283265
6,9,9,"[0.951530612244898, 0.9795918367346939, 0.9464285714285714, 0.9600340136054422, 0.951530612244898]",0.9578231292517009,0.011728530373854866
7,1,1,"[0.9404761904761905, 0.8818027210884354, 0.8792517006802721, 0.9498725573491928, 0.923469387755102]",0.9149745114698385,0.02938318923894196
7,1,3,"[0.9141886151231946, 0.9013605442176871, 0.8860544217687075, 0.8707482993197279, 0.8860544217687075]",0.8916812604396049,0.014844399869394845
7,1,5,"[0.9158163265306123, 0.9260204081632653, 0.8630952380952381, 0.8962585034013606, 0.9294217687074829]",0.9061224489795918,0.0244188314228538
7,1,7,"[0.8681972789115646, 0.7848639455782312, 0.8732993197278912, 0.8758503401360545, 0.8826530612244898]",0.8569727891156462,0.036354004999248735
7,1,9,"[0.8767006802721088, 0.9166666666666666, 0.8715986394557823, 0.8843537414965986, 0.8843537414965986]",0.886734693877551,0.015729223986084163
7,3,1,"[0.9081632653061225, 0.814625850340136, 0.907312925170068, 0.8912489379779099, 0.9404761904761905]",0.8923654338540853,0.04202935470821222
7,3,3,"[0.9549702633814783, 0.8979591836734694, 0.9387755102040817, 0.95578231292517, 0.9532312925170068]",0.9401437125402413,0.02198673979852264
7,3,5,"[0.8656462585034014, 0.8707482993197279, 0.8537414965986394, 0.8511904761904762, 0.8758503401360545]",0.8634353741496599,0.009554130547747054
7,3,7,"[0.7959183673469388, 0.7627551020408163, 0.8095238095238095, 0.8180272108843537, 0.8732993197278912]",0.8119047619047619,0.036010273316778856
7,3,9,"[0.8758503401360545, 0.9523809523809523, 0.8784013605442177, 0.9175170068027211, 0.8894557823129252]",0.9027210884353742,0.028894552818183903
7,5,1,"[0.9115646258503401, 0.8775510204081632, 0.8818027210884354, 0.8887000849617672, 0.8724489795918368]",0.8864134863801085,0.013657366211998275
7,5,3,"[0.887000849617672, 0.8741496598639455, 0.8809523809523809, 0.8792517006802721, 0.907312925170068]",0.8857335032568677,0.011544140849715247
7,5,5,"[0.9574829931972789, 0.9642857142857143, 0.9294217687074829, 0.9064625850340136, 0.9566326530612245]",0.9428571428571428,0.021762063186686394
7,5,7,"[0.8784013605442177, 0.9413265306122449, 0.8741496598639455, 0.8537414965986394, 0.9370748299319728]",0.8969387755102041,0.03552509005891234
7,5,9,"[0.8596938775510204, 0.9498299319727891, 0.8877551020408163, 0.9600340136054422, 0.8928571428571429]",0.9100340136054422,0.038494776803837755
7,7,1,"[0.8358843537414966, 0.810374149659864, 0.7627551020408163, 0.8292268479184367, 0.7491496598639455]",0.7974780226449119,0.03518708891312861
7,7,3,"[0.7926932880203909, 0.7780612244897959, 0.7644557823129252, 0.6777210884353742, 0.7899659863945578]",0.7605794739306088,0.04261692993717938
7,7,5,"[0.8494897959183674, 0.8605442176870748, 0.8698979591836735, 0.9294217687074829, 0.8894557823129252]",0.8797619047619047,0.028082346204613615
7,7,7,"[0.9710884353741497, 0.9370748299319728, 0.9498299319727891, 0.9294217687074829, 0.9549319727891157]",0.948469387755102,0.014476775472809832
7,7,9,"[0.875, 0.9447278911564626, 0.8690476190476191, 0.9226190476190477, 0.9183673469387755]",0.9059523809523811,0.029173483465902504
7,9,1,"[0.9209183673469388, 0.7729591836734694, 0.8197278911564626, 0.9048428207306712, 0.891156462585034]",0.8619209450985152,0.056342075785773695
7,9,3,"[0.8198810535259133, 0.8639455782312925, 0.8035714285714286, 0.7797619047619048, 0.8290816326530612]",0.8192483195487201,0.0279280546979592
7,9,5,"[0.8767006802721088, 0.8664965986394558, 0.8979591836734694, 0.8954081632653061, 0.9481292517006803]",0.8969387755102041,0.02814304706590151
7,9,7,"[0.8350340136054422, 0.75, 0.8350340136054422, 0.8333333333333334, 0.8758503401360545]",0.8258503401360544,0.041177540001147095
7,9,9,"[0.9668367346938775, 0.9804421768707483, 0.9362244897959183, 0.9217687074829932, 0.9464285714285714]",0.9503401360544217,0.021019747694531122
8,1,1,"[0.9931972789115646, 0.9948979591836735, 0.9719387755102041, 0.9914965986394558, 0.9931972789115646]",0.9889455782312926,0.008571158617927982
8,1,3,"[0.7474489795918368, 0.7465986394557823, 0.8664965986394558, 0.766156462585034, 0.8528911564625851]",0.7959183673469388,0.05271560208451532
8,1,5,"[0.967687074829932, 0.8971088435374149, 0.9328231292517006, 0.9030612244897959, 0.9200680272108843]",0.9241496598639454,0.02515282549691073
8,1,7,"[0.7329931972789115, 0.7534013605442177, 0.7644557823129252, 0.7636054421768708, 0.7746598639455783]",0.7578231292517007,0.014120767860304155
8,1,9,"[0.7253401360544217, 0.7534013605442177, 0.7653061224489796, 0.7772108843537415, 0.5935374149659864]",0.7229591836734695,0.06696103274681797
8,3,1,"[0.8613945578231292, 0.7423469387755102, 0.7593537414965986, 0.9217687074829932, 0.8154761904761905]",0.8200680272108845,0.06602845983699421
8,3,3,"[0.9812925170068028, 0.9821428571428571, 0.9974489795918368, 0.9948979591836735, 0.9795918367346939]",0.9870748299319729,0.007517699355544358
8,3,5,"[0.9277210884353742, 0.9149659863945578, 0.9591836734693877, 0.8792517006802721, 0.9260204081632653]",0.9214285714285714,0.025716850104287797
8,3,7,"[0.9387755102040817, 0.9158163265306123, 0.83078231292517, 0.814625850340136, 0.8673469387755102]",0.8734693877551021,0.047708249784556886
8,3,9,"[0.8877551020408163, 0.9013605442176871, 0.8333333333333334, 0.8375850340136054, 0.8239795918367347]",0.8568027210884355,0.031435454380741044
8,5,1,"[0.907312925170068, 0.8698979591836735, 0.9115646258503401, 0.9906462585034014, 0.9489795918367347]",0.9256802721088435,0.04101637484260771
8,5,3,"[0.8239795918367347, 0.8188775510204082, 0.9642857142857143, 0.7865646258503401, 0.95578231292517]",0.8698979591836735,0.07475452291894637
8,5,5,"[0.9948979591836735, 0.9957482993197279, 0.9957482993197279, 0.9812925170068028, 0.9863945578231292]",0.9908163265306122,0.005925595710947043
8,5,7,"[0.9617346938775511, 0.8792517006802721, 0.9387755102040817, 0.9821428571428571, 0.9821428571428571]",0.9488095238095239,0.03828382016211052
8,5,9,"[0.8392857142857143, 0.826530612244898, 0.8392857142857143, 0.9549319727891157, 0.8197278911564626]",0.855952380952381,0.05006070173414147
8,7,1,"[0.8248299319727891, 0.8248299319727891, 0.7721088435374149, 0.939625850340136, 0.8775510204081632]",0.8477891156462585,0.05674770238637534
8,7,3,"[0.8256802721088435, 0.842687074829932, 0.9523809523809523, 0.8886054421768708, 0.9438775510204082]",0.8906462585034014,0.05132167290591403
8,7,5,"[0.9846938775510204, 0.9540816326530612, 0.9311224489795918, 0.9540816326530612, 0.9829931972789115]",0.9613945578231293,0.02016292562622984
8,7,7,"[0.9566326530612245, 0.9761904761904762, 0.9940476190476191, 0.9957482993197279, 0.9948979591836735]",0.9835034013605443,0.015273964707018863
8,7,9,"[0.8511904761904762, 0.8299319727891157, 0.8554421768707483, 0.9047619047619048, 0.8571428571428571]",0.8596938775510203,0.02455113256138583
8,9,1,"[0.8860544217687075, 0.7814625850340136, 0.8460884353741497, 0.9430272108843537, 0.8545918367346939]",0.8622448979591837,0.05279783748693478
8,9,3,"[0.939625850340136, 0.9056122448979592, 0.9761904761904762, 0.95578231292517, 0.9549319727891157]",0.9464285714285715,0.02348540319177419
8,9,5,"[0.9498299319727891, 0.9030612244897959, 0.875, 0.9098639455782312, 0.9022108843537415]",0.9079931972789115,0.024083698362534132
8,9,7,"[0.9175170068027211, 0.8945578231292517, 0.9005102040816326, 0.8945578231292517, 0.9651360544217688]",0.9144557823129252,0.02669905536890295
8,9,9,"[0.9957482993197279, 0.9906462585034014, 0.9880952380952381, 0.9795918367346939, 0.9770408163265306]",0.9862244897959183,0.006958255967849926
